sub_region,season_group,area_planted_ha,area_harvested_ha,production_mt,yield_over_harvested,yield_over_planted,cv_area_planted_pct,cv_area_harvested_pct,cv_production_pct,harvest_loss_ratio,year,daily_year,daily_season_total_mm,daily_longest_dry_spell_days,daily_dry_spell_count_7d,daily_dry_spell_count_10d,daily_rain_days_1mm,daily_rain_days_10mm,daily_rain_days_20mm,daily_mean_wet_day_rainfall,daily_maximum_5day_rainfall,daily_season_onset_day,daily_season_cessation_day,daily_season_length_days,daily_false_onset_flag,temp_year,temp_season_gdd,temp_heat_days,temp_extreme_heat_days,temp_warm_night_days,temp_heatwave_count,rain_MAM,rain_SON,rain_DJF,rain_JJA,rain_annual_rainfall,rain_rain_cv,rain_max_monthly,rain_min_monthly,rain_rainy_months,rain_rainfall_anomaly,rain_rainfall_zscore,rain_MAM_anomaly,rain_MAM_zscore,rain_SON_anomaly,rain_SON_zscore,soil_lat,soil_lon,soil_clay,soil_sand,soil_silt,soil_soc,soil_bdod,soil_cec,soil_phh2o,target_cv,target_reliability_weight,high_uncertainty_flag,yield_consistency_ok,yield_source,rainfall_source,temperature_source,soil_source,soil_moisture_source,yield_granularity,is_proxy,is_imputed,data_quality_score,data_quality_note
Bunyoro,second_season_2020,22918.29886632092,15307.529299226711,11807.09756699586,0.7713261452057005,0.5151821099753053,17.95393782061801,18.96100823136756,18.35311742596945,0.3320826563737,2020,2020.0,615.2274812289646,6.142857142857143,0.42857142857142855,0.0,72.57142857142857,19.428571428571427,3.0,8.509187926749274,60.676331111363005,220.14285714285714,328.85714285714283,109.71428571428571,0.0,2020.0,1627.2207142857144,7.714285714285714,0.0,38.57142857142857,0.5714285714285714,401.13837759835377,464.5933271135603,116.57960183279855,357.61904580252514,1339.9303523472377,0.475642250642621,186.5789315359933,29.1850095476423,9.571428571428571,110.54870523725238,1.1906279809710258,-7.240126473563058,-0.12392865953335115,47.28554316929409,0.886999619780174,1.4080781187891254,31.393408918217762,35.91904761904762,40.12142857142857,23.942857142857143,27.39047619047619,1.275952380952381,19.571428571428573,5.892857142857143,18.35311742596945,5.448665623339888,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Bunyoro,total_2020,32294.945504090647,23825.69121762012,17471.936357260623,0.7333233775958355,0.5410114828974564,17.312764362281346,18.129235761783868,16.540020491282963,0.2622470530379984,2020,2020.0,1110.7924106035914,8.285714285714286,1.2857142857142858,0.2857142857142857,133.85714285714286,36.57142857142857,5.142857142857143,8.250283932768435,70.5503591809954,71.28571428571429,328.85714285714283,258.57142857142856,0.0,2020.0,3283.73,26.142857142857142,0.0,80.57142857142857,2.857142857142857,401.13837759835377,464.5933271135603,116.57960183279855,357.61904580252514,1339.9303523472377,0.475642250642621,186.5789315359933,29.1850095476423,9.571428571428571,110.54870523725238,1.1906279809710258,-7.240126473563058,-0.12392865953335115,47.28554316929409,0.886999619780174,1.4080781187891254,31.393408918217762,35.91904761904762,40.12142857142857,23.942857142857143,27.39047619047619,1.275952380952381,19.571428571428573,5.892857142857143,16.540020491282963,6.045941723754375,0,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Busoga,first_season_2020,43792.34683684985,41665.29351724266,13843.222688580288,0.3322482939632105,0.316110546442139,66.57547648732447,70.06930189679127,59.12900162023883,0.0485713480378572,2020,2020.0,773.2258974894881,7.0,0.7,0.1,74.0,34.4,6.3,10.456889315629267,81.66407179832458,65.6,167.5,102.9,0.0,2020.0,1535.425,2.4,0.0,24.6,0.2,675.7435874938965,847.9992752075195,234.8438678741455,356.6991767883301,2115.2859073638915,0.6360433018749576,446.7699676513672,57.443873977661134,11.7,777.0088912963868,7.123400742899475,178.89663009643556,2.878829265571324,452.3278518676758,7.761510064885504,0.7262101537158856,33.473807107491325,38.230000000000004,39.06999999999999,22.69833333333333,22.363333333333333,1.3295,18.055,5.785,59.12900162023883,1.6912174611412978,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Busoga,second_season_2020,44093.97937781148,32904.6122934112,13367.661491377536,0.4062549460293829,0.303162964196066,69.62985120538107,78.85538760956432,67.95797643404539,0.2537617888493612,2020,2020.0,1029.6410896658897,4.7,0.0,0.0,79.0,36.5,11.5,13.043076616117645,155.53175468444823,219.1,334.0,115.9,0.0,2020.0,1515.443,0.0,0.0,2.2,0.0,675.7435874938965,847.9992752075195,234.8438678741455,356.6991767883301,2115.2859073638915,0.6360433018749576,446.7699676513672,57.443873977661134,11.7,777.0088912963868,7.123400742899475,178.89663009643556,2.878829265571324,452.3278518676758,7.761510064885504,0.7262101537158856,33.473807107491325,38.230000000000004,39.06999999999999,22.69833333333333,22.363333333333333,1.3295,18.055,5.785,67.95797643404539,1.471497611425379,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Busoga,total_2020,87886.32621466133,74569.90581065386,27210.884179957822,0.3649043656974847,0.3096145367766944,67.90196862762826,73.76183864184752,63.23955766891672,0.1515186830256423,2020,2020.0,1802.866987155378,7.3,0.7,0.1,153.0,70.9,17.8,11.338777301708948,155.53175468444823,65.6,334.0,269.4,0.0,2020.0,3050.868,2.4,0.0,26.8,0.2,675.7435874938965,847.9992752075195,234.8438678741455,356.6991767883301,2115.2859073638915,0.6360433018749576,446.7699676513672,57.443873977661134,11.7,777.0088912963868,7.123400742899475,178.89663009643556,2.878829265571324,452.3278518676758,7.761510064885504,0.7262101537158856,33.473807107491325,38.230000000000004,39.06999999999999,22.69833333333333,22.363333333333333,1.3295,18.055,5.785,63.23955766891672,1.581288732655884,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Elgon,first_season_2020,2173.4602864942685,2119.6791928806774,1049.3657899532895,0.4950587775158489,0.4828088171078973,39.882484914431096,40.75432751158324,35.960193033692114,0.0247444565459894,2020,2020.0,866.8314718306065,12.375,2.0,1.0,61.75,35.0,12.25,14.047689406965448,100.17534798383713,64.0,141.25,78.25,0.0,2020.0,1199.360625,6.5,0.0,0.0,0.0,655.4807319641113,798.0750713348389,158.2289593219757,782.5927791595459,2394.377541780472,0.5263333911348054,363.87797927856445,21.96851897239685,10.5,809.3076527118683,5.100997321581116,143.17700672149658,1.7398683522203706,347.93835639953613,3.6619587452533766,1.1999274532426099,34.4057876713486,41.06666666666667,34.6875,24.233333333333334,35.19166666666666,1.1777083333333334,22.4625,5.83125,35.960193033692114,2.7808527030515995,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Elgon,second_season_2020,2442.4599580160752,1341.823211527416,1010.514989448897,0.7530910039174339,0.4137283750066892,44.50920796221065,49.00766464501643,51.02746770953722,0.4506263215805871,2020,2020.0,1130.8543752878904,8.375,1.375,0.125,61.5,45.75,20.0,18.421149979153242,132.78024780750275,215.5,311.625,97.125,0.0,2020.0,1107.919375,0.0,0.0,0.0,0.0,655.4807319641113,798.0750713348389,158.2289593219757,782.5927791595459,2394.377541780472,0.5263333911348054,363.87797927856445,21.96851897239685,10.5,809.3076527118683,5.100997321581116,143.17700672149658,1.7398683522203706,347.93835639953613,3.6619587452533766,1.1999274532426099,34.4057876713486,41.06666666666667,34.6875,24.233333333333334,35.19166666666666,1.1777083333333334,22.4625,5.83125,51.02746770953722,1.9597288379903208,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Elgon,total_2020,4615.920244510344,3461.5024044080938,2059.880779402187,0.5950828682883496,0.4462557128997143,31.938944630404603,32.89727019881295,33.680707807706824,0.2500948411045847,2020,2020.0,1997.685847118497,12.5,3.375,1.125,123.25,80.75,32.25,15.485456930224673,134.67745733261108,64.0,311.625,248.625,0.0,2020.0,2307.2799999999997,6.5,0.0,0.0,0.0,655.4807319641113,798.0750713348389,158.2289593219757,782.5927791595459,2394.377541780472,0.5263333911348054,363.87797927856445,21.96851897239685,10.5,809.3076527118683,5.100997321581116,143.17700672149658,1.7398683522203706,347.93835639953613,3.6619587452533766,1.1999274532426099,34.4057876713486,41.06666666666667,34.6875,24.233333333333334,35.19166666666666,1.1777083333333334,22.4625,5.83125,33.680707807706824,2.9690587433889375,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Karamoja,first_season_2020,10974.983995101922,9125.909646375736,5245.55414746277,0.5747979489963491,0.4779555168193259,37.76155988714906,41.7214132241466,45.03303744233678,0.1684808241680733,2020,2020.0,638.4189957869904,12.857142857142858,2.2857142857142856,1.2857142857142858,58.0,26.142857142857142,6.142857142857143,11.103146619530133,80.74639129638672,66.71428571428571,135.28571428571428,69.57142857142857,0.0,2020.0,1592.297142857143,29.714285714285715,2.7142857142857144,9.0,3.2857142857142856,490.7982657296317,444.2856695992606,53.92278930119106,535.8876364571707,1524.894361087254,0.6198793666330776,246.31166076660156,10.635579790387835,8.857142857142858,542.8523216928754,4.457076029416298,168.09947095598494,2.6292177157688172,209.76719883510046,3.321768440153991,2.5129023495609677,34.24920188533877,37.01428571428572,39.42857142857143,23.559523809523807,20.571428571428573,1.2750000000000001,24.55,6.485714285714286,45.03303744233678,2.220591940484727,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Karamoja,second_season_2020,311.50237852301154,311.50237852301154,32.62460250915018,0.1047330767226874,0.1047330767226874,100.0,100.0,100.0,0.0,2020,2020.0,678.1786400484187,13.714285714285714,3.857142857142857,1.2857142857142858,41.285714285714285,27.285714285714285,11.857142857142858,17.030363016060704,111.91937841687884,224.71428571428572,316.14285714285717,92.42857142857143,0.14285714285714285,2020.0,1486.3157142857142,19.857142857142858,0.0,0.0,2.142857142857143,490.7982657296317,444.2856695992606,53.92278930119106,535.8876364571707,1524.894361087254,0.6198793666330776,246.31166076660156,10.635579790387835,8.857142857142858,542.8523216928754,4.457076029416298,168.09947095598494,2.6292177157688172,209.76719883510046,3.321768440153991,2.5129023495609677,34.24920188533877,37.01428571428572,39.42857142857143,23.559523809523807,20.571428571428573,1.2750000000000001,24.55,6.485714285714286,100.0,1.0,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Karamoja,total_2020,11286.486373624934,9437.412024898747,5278.17874997192,0.5592824320954186,0.4676547310867574,38.67398511120464,42.79746293413695,45.257133870505655,0.1638308227658197,2020,2020.0,1316.5976358354092,15.142857142857142,6.142857142857143,2.5714285714285716,99.28571428571429,53.42857142857143,18.0,12.77019983400575,111.91937841687884,66.71428571428571,316.14285714285717,250.42857142857142,0.14285714285714285,2020.0,3078.612857142857,49.57142857142857,2.7142857142857144,9.0,5.428571428571429,490.7982657296317,444.2856695992606,53.92278930119106,535.8876364571707,1524.894361087254,0.6198793666330776,246.31166076660156,10.635579790387835,8.857142857142858,542.8523216928754,4.457076029416298,168.09947095598494,2.6292177157688172,209.76719883510046,3.321768440153991,2.5129023495609677,34.24920188533877,37.01428571428572,39.42857142857143,23.559523809523807,20.571428571428573,1.2750000000000001,24.55,6.485714285714286,45.257133870505655,2.2095963983519202,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Kigezi,first_season_2020,2954.8453197718586,2549.7381304384567,1181.2055876040988,0.4632654520489824,0.3997520884427543,38.488333124012335,40.57628637223244,47.63650073515106,0.1370992879467139,2020,2020.0,419.8052535884082,16.0,3.0,1.6,45.4,11.6,3.4,9.334573627051634,79.99146547317505,70.2,172.8,103.6,0.0,2020.0,1226.184,0.0,0.0,0.0,0.0,366.7005142211914,417.3038024902344,306.25871353149415,107.26607494354248,1197.5291051864624,0.592968414615566,199.07511291503906,8.237049102783203,10.0,75.93529834747315,0.7648774248931078,17.782861328125,0.4063375125656762,25.924378967285158,0.493283613934104,-1.019403368249541,29.831596063494146,39.79666666666667,32.08,28.139999999999997,37.58,1.1653333333333333,24.080000000000002,5.66,47.63650073515106,2.0992305995769716,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
Kigezi,second_season_2020,2415.1814015484115,1369.2353296513695,1026.4205553539448,0.7496304931127424,0.4249869408135928,33.11515729192193,38.71160221698355,36.33604888685081,0.4330714335687038,2020,2020.0,463.22811539545654,8.4,1.6,0.4,56.2,14.6,3.0,8.43383158217954,73.5714608669281,256.8,299.2,43.4,0.4,2020.0,1226.238,0.0,0.0,0.0,0.0,366.7005142211914,417.3038024902344,306.25871353149415,107.26607494354248,1197.5291051864624,0.592968414615566,199.07511291503906,8.237049102783203,10.0,75.93529834747315,0.7648774248931078,17.782861328125,0.4063375125656762,25.924378967285158,0.493283613934104,-1.019403368249541,29.831596063494146,39.79666666666667,32.08,28.139999999999997,37.58,1.1653333333333333,24.080000000000002,5.66,36.33604888685081,2.7520878869190346,1,True,AAS2020_subregion,CHIRPS_v2.0_monthly+CHIRPS_v2.0_daily_climateserv,NASA_POWER_daily,,,subregion,False,False,A,"Yields from official AAS subregion estimates. Climate features from district centroids (CHIRPS monthly + CHIRPS daily via ClimateSERV + NASA POWER), aggregated to subregion by district mean."
