district,year,MAM,SON,DJF,JJA,annual_rainfall,rain_cv,max_monthly,min_monthly,rainy_months
Mbarara,2022,504.5693483854423,580.520686622461,145.70756838356988,342.2473852978366,1573.0449886893098,0.42424436009903294,314.4399821933598,17.077123490276904,11
Mbarara,2023,378.81140648395063,518.7033287934759,73.71205397138684,261.51918622517235,1232.7459754739857,0.5293614591576566,245.34924809795447,18.260575473188688,8
Soroti,2015,296.2090876242254,352.54393533141774,62.101445539100865,218.95686631371223,929.8113348084562,0.46972302644758634,190.91443981237032,15.7505859247943,10
Soroti,2016,170.98073503201311,414.7328830197238,53.54771094718878,268.01508937013716,907.2764183690628,0.5838522548707602,221.53357045584895,10.143622060054124,10
Soroti,2017,305.8649529431632,369.36844750244217,71.72008763722818,382.7750520420661,1129.7285401248996,0.4428506855982003,166.8423304026159,20.25403270677924,9
Soroti,2018,350.3070629988303,452.9547852061702,88.36375915584463,321.60200356561927,1213.2276109264644,0.4396842252232916,255.3526846845503,14.316537300677929,11
Soroti,2019,399.06913779864914,519.2120987657875,108.41892851448654,463.4629935334721,1490.1631586123951,0.4249365959959453,268.8046298993366,21.107393054828613,10
Soroti,2020,383.4682516032457,475.69965231392933,117.88953361537094,358.52371174571994,1335.581149278266,0.39571621892897113,273.868634815181,19.447465849340105,8
Soroti,2021,202.05414345876923,423.18634799271143,50.399433137332814,359.56550599407797,1035.2054305828915,0.5593666557489465,206.05519720042818,8.272960290966367,8
Soroti,2022,200.35193584318984,349.45575418520866,94.6682257388163,394.7358389815295,1039.2117547487444,0.4596716479565357,205.87707072646404,10.943156907489985,9
Soroti,2023,458.15469076118,465.9528941469032,92.66419044763576,457.99749122906724,1474.7692665847862,0.4323316639129655,215.45007371396798,15.632332907112314,9
Tororo,2015,390.6555608095029,582.9562149697808,93.44396422718494,264.63279306793544,1331.6885330744042,0.5370324029453954,302.9297631120136,22.570771220794164,8
Tororo,2016,601.6387855035284,621.3918063742536,107.59571047615078,397.28052245942354,1727.9068248133565,0.47876477294274167,299.1066377057254,23.377668321615666,11
Tororo,2017,542.6001326576347,749.8827878106202,84.68198588085927,460.2871761415555,1837.45208249067,0.5239535811783328,378.8996095745631,10.856574295404304,11
Tororo,2018,381.71068961669357,476.88630370050674,98.35732928858401,361.6577206607264,1318.6120432665107,0.42606708389593,297.74335888466777,15.9097436816479,10
Tororo,2019,468.09935833079777,579.2737037491244,62.83150259949606,319.92299355141023,1430.1275582308285,0.5410086856272208,256.26517039701037,12.468032712942406,10
Tororo,2020,402.5086394561366,527.8422521306034,55.78921758837417,445.7071288260847,1431.847238001199,0.5033342257010299,261.81328755655517,18.202348996228906,11
Tororo,2021,494.6539699176004,567.95312366864,46.76725178801871,389.6082746600089,1498.982620034268,0.5328571884480885,311.5783889172691,4.666728457122138,10
Tororo,2022,498.03836142604223,548.1586702271346,50.917405062155,343.40479159665443,1440.5192283119864,0.538196420928372,270.9447271491168,13.798241726401434,10
Tororo,2023,436.4261777216351,592.6935608999244,72.1392184302758,317.2304553272945,1418.4894123791298,0.5360865833622571,319.5633161975326,9.684697065153177,11
