spatial_unit,year,season,crop,target_temporal_granularity,yield_tons_ha,yield_tons_ha_planted,harvested_fraction,area_planted_ha,area_harvested_ha,production_mt,cv_area_planted_pct,cv_area_harvested_pct,cv_production_pct,rain_total_mm,rain_mean_daily_mm,rainy_days_1mm,rainy_days_10mm,heavy_rain_days_20mm,maximum_1day_rainfall_mm,maximum_5day_rainfall_mm,longest_dry_spell_days,wet_day_rainfall_cv,rainfall_onset_date,rainfall_cessation_date,onset_day_of_year,cessation_day_of_year,season_length_days,temperature_mean_c,temperature_maximum_c,temperature_minimum_c,temperature_range_c,growing_degree_days,heat_days_32c,extreme_heat_days_35c,cold_days_10c,target_source,target_source_type,target_geographic_level,predictor_geographic_level,target_definition,target_year,target_season,is_proxy,is_synthetic,is_geographically_assigned,season_definition,yield_consistency_ok,rainfall_source,temperature_source,soil_source,soil_source_version,soil_depth_cm,soil_quality_flag,soil_district_count,soil_ph,soil_ph_sd,soil_organic_carbon,soil_organic_carbon_sd,clay_pct,clay_pct_sd,sand_pct,sand_pct_sd,silt_pct,silt_pct_sd,bulk_density,bulk_density_sd,cation_exchange_capacity,cation_exchange_capacity_sd,elevation_source,data_version,processing_version,predictor_geographic_level_x,predictor_geographic_level_y
Ankole,2018,annual,groundnuts,annual,0.5,0.5216451181453411,0.3264823896567098,44860.0,14646.0,23401.0,,,28.9,1243.510916313457,3.406879222776595,223,33,2,25.05243225097656,75.01569557189941,19,0.7622655808384896,2018-03-04,2018-08-04,63,216,154,21.358550684931505,31.914000000000005,11.931,10.138312328767128,4145.871,0,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.866666666666666,0.1986062547968831,29.723333333333336,6.272806291081536,36.69166666666666,1.1846302230789565,34.480000000000004,2.5256560081699444,28.839999999999996,2.527273453963998,1.2521666666666669,0.09210182904579173,22.166666666666664,2.5422358196994557,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Ankole,2018,annual,irish_potatoes,annual,2.6,2.514278136327469,0.4616744761736363,11311.0,5222.0,28439.0,,,26.7,1243.510916313457,3.406879222776595,223,33,2,25.05243225097656,75.01569557189941,19,0.7622655808384896,2018-03-04,2018-08-04,63,216,154,21.358550684931505,31.914000000000005,11.931,10.138312328767128,4145.871,0,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.866666666666666,0.1986062547968831,29.723333333333336,6.272806291081536,36.69166666666666,1.1846302230789565,34.480000000000004,2.5256560081699444,28.839999999999996,2.527273453963998,1.2521666666666669,0.09210182904579173,22.166666666666664,2.5422358196994557,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Ankole,2018,annual,maize,annual,2.3,1.9206666102698586,0.524557990017765,59105.0,31004.0,113521.0,,,44.6,1243.510916313457,3.406879222776595,223,33,2,25.05243225097656,75.01569557189941,19,0.7622655808384896,2018-03-04,2018-08-04,63,216,154,21.358550684931505,31.914000000000005,11.931,10.138312328767128,4145.871,0,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.866666666666666,0.1986062547968831,29.723333333333336,6.272806291081536,36.69166666666666,1.1846302230789565,34.480000000000004,2.5256560081699444,28.839999999999996,2.527273453963998,1.2521666666666669,0.09210182904579173,22.166666666666664,2.5422358196994557,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Ankole,2018,annual,millet,annual,0.7,0.6872617120175485,0.9630229278738184,38294.0,36878.0,26318.0,,,11.3,1243.510916313457,3.406879222776595,223,33,2,25.05243225097656,75.01569557189941,19,0.7622655808384896,2018-03-04,2018-08-04,63,216,154,21.358550684931505,31.914000000000005,11.931,10.138312328767128,4145.871,0,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.866666666666666,0.1986062547968831,29.723333333333336,6.272806291081536,36.69166666666666,1.1846302230789565,34.480000000000004,2.5256560081699444,28.839999999999996,2.527273453963998,1.2521666666666669,0.09210182904579173,22.166666666666664,2.5422358196994557,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Ankole,2018,annual,sorghum,annual,0.5,0.5712493970091654,0.42875060299083456,10365.0,4444.0,5921.0,,,36.7,1243.510916313457,3.406879222776595,223,33,2,25.05243225097656,75.01569557189941,19,0.7622655808384896,2018-03-04,2018-08-04,63,216,154,21.358550684931505,31.914000000000005,11.931,10.138312328767128,4145.871,0,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.866666666666666,0.1986062547968831,29.723333333333336,6.272806291081536,36.69166666666666,1.1846302230789565,34.480000000000004,2.5256560081699444,28.839999999999996,2.527273453963998,1.2521666666666669,0.09210182904579173,22.166666666666664,2.5422358196994557,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Ankole,2018,annual,soya_beans,annual,0.5,0.5218274111675127,0.6213197969543147,985.0,612.0,514.0,,,76.4,1243.510916313457,3.406879222776595,223,33,2,25.05243225097656,75.01569557189941,19,0.7622655808384896,2018-03-04,2018-08-04,63,216,154,21.358550684931505,31.914000000000005,11.931,10.138312328767128,4145.871,0,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.866666666666666,0.1986062547968831,29.723333333333336,6.272806291081536,36.69166666666666,1.1846302230789565,34.480000000000004,2.5256560081699444,28.839999999999996,2.527273453963998,1.2521666666666669,0.09210182904579173,22.166666666666664,2.5422358196994557,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Ankole,2018,annual,sweet_potatoes,annual,3.9,2.6217106304822826,0.3380094366509389,31579.0,10674.0,82791.0,,,14.5,1243.510916313457,3.406879222776595,223,33,2,25.05243225097656,75.01569557189941,19,0.7622655808384896,2018-03-04,2018-08-04,63,216,154,21.358550684931505,31.914000000000005,11.931,10.138312328767128,4145.871,0,0,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,10,5.866666666666666,0.1986062547968831,29.723333333333336,6.272806291081536,36.69166666666666,1.1846302230789565,34.480000000000004,2.5256560081699444,28.839999999999996,2.527273453963998,1.2521666666666669,0.09210182904579173,22.166666666666664,2.5422358196994557,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bukedi,2018,annual,beans,annual,0.4,0.34561306137551456,0.40826048748901533,43242.0,17654.0,14945.0,,,20.9,1473.672702934302,4.037459460093978,226,46,4,24.90098206202189,79.15534496307373,19,0.7634577124831139,2018-02-18,2018-11-24,49,328,280,22.99686073059361,35.845,15.146666666666668,9.392589041095892,4743.854166666666,30,6,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,6,5.861111111111112,0.2207730525692406,22.21388888888889,1.276340979635258,39.98888888888889,2.928303768901542,37.0,1.6886220549443394,23.030555555555555,1.9876679989560813,1.3194444444444444,0.023444181146494162,19.625,2.8880741372447867,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bukedi,2018,annual,groundnuts,annual,0.4,0.39858671718982025,0.22758461774796457,39058.0,8889.0,15568.0,,,24.8,1473.672702934302,4.037459460093978,226,46,4,24.90098206202189,79.15534496307373,19,0.7634577124831139,2018-02-18,2018-11-24,49,328,280,22.99686073059361,35.845,15.146666666666668,9.392589041095892,4743.854166666666,30,6,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,6,5.861111111111112,0.2207730525692406,22.21388888888889,1.276340979635258,39.98888888888889,2.928303768901542,37.0,1.6886220549443394,23.030555555555555,1.9876679989560813,1.3194444444444444,0.023444181146494162,19.625,2.8880741372447867,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bukedi,2018,annual,maize,annual,1.0,1.2122380323276951,0.40056598733747717,138519.0,55486.0,167918.0,,,11.2,1473.672702934302,4.037459460093978,226,46,4,24.90098206202189,79.15534496307373,19,0.7634577124831139,2018-02-18,2018-11-24,49,328,280,22.99686073059361,35.845,15.146666666666668,9.392589041095892,4743.854166666666,30,6,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,6,5.861111111111112,0.2207730525692406,22.21388888888889,1.276340979635258,39.98888888888889,2.928303768901542,37.0,1.6886220549443394,23.030555555555555,1.9876679989560813,1.3194444444444444,0.023444181146494162,19.625,2.8880741372447867,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bukedi,2018,annual,millet,annual,0.3,0.4295345400812708,0.06741780568895456,32484.0,2190.0,13953.0,,,49.3,1473.672702934302,4.037459460093978,226,46,4,24.90098206202189,79.15534496307373,19,0.7634577124831139,2018-02-18,2018-11-24,49,328,280,22.99686073059361,35.845,15.146666666666668,9.392589041095892,4743.854166666666,30,6,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,6,5.861111111111112,0.2207730525692406,22.21388888888889,1.276340979635258,39.98888888888889,2.928303768901542,37.0,1.6886220549443394,23.030555555555555,1.9876679989560813,1.3194444444444444,0.023444181146494162,19.625,2.8880741372447867,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bukedi,2018,annual,rice,annual,1.0,0.8946788368609941,0.3606691722949106,35387.0,12763.0,31660.0,,,24.8,1473.672702934302,4.037459460093978,226,46,4,24.90098206202189,79.15534496307373,19,0.7634577124831139,2018-02-18,2018-11-24,49,328,280,22.99686073059361,35.845,15.146666666666668,9.392589041095892,4743.854166666666,30,6,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,6,5.861111111111112,0.2207730525692406,22.21388888888889,1.276340979635258,39.98888888888889,2.928303768901542,37.0,1.6886220549443394,23.030555555555555,1.9876679989560813,1.3194444444444444,0.023444181146494162,19.625,2.8880741372447867,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bukedi,2018,annual,simsim,annual,0.1,0.16815742397137745,0.5992844364937389,1118.0,670.0,188.0,,,53.1,1473.672702934302,4.037459460093978,226,46,4,24.90098206202189,79.15534496307373,19,0.7634577124831139,2018-02-18,2018-11-24,49,328,280,22.99686073059361,35.845,15.146666666666668,9.392589041095892,4743.854166666666,30,6,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,6,5.861111111111112,0.2207730525692406,22.21388888888889,1.276340979635258,39.98888888888889,2.928303768901542,37.0,1.6886220549443394,23.030555555555555,1.9876679989560813,1.3194444444444444,0.023444181146494162,19.625,2.8880741372447867,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bukedi,2018,annual,sorghum,annual,0.5,0.5473150495505877,0.17778289928554966,21695.0,3857.0,11874.0,,,26.7,1473.672702934302,4.037459460093978,226,46,4,24.90098206202189,79.15534496307373,19,0.7634577124831139,2018-02-18,2018-11-24,49,328,280,22.99686073059361,35.845,15.146666666666668,9.392589041095892,4743.854166666666,30,6,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,6,5.861111111111112,0.2207730525692406,22.21388888888889,1.276340979635258,39.98888888888889,2.928303768901542,37.0,1.6886220549443394,23.030555555555555,1.9876679989560813,1.3194444444444444,0.023444181146494162,19.625,2.8880741372447867,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bukedi,2018,annual,soya_beans,annual,0.3,0.2644795846117536,0.49157422704743925,21185.0,10414.0,5603.0,,,25.7,1473.672702934302,4.037459460093978,226,46,4,24.90098206202189,79.15534496307373,19,0.7634577124831139,2018-02-18,2018-11-24,49,328,280,22.99686073059361,35.845,15.146666666666668,9.392589041095892,4743.854166666666,30,6,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,6,5.861111111111112,0.2207730525692406,22.21388888888889,1.276340979635258,39.98888888888889,2.928303768901542,37.0,1.6886220549443394,23.030555555555555,1.9876679989560813,1.3194444444444444,0.023444181146494162,19.625,2.8880741372447867,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
Bukedi,2018,annual,sweet_potatoes,annual,2.1,1.788007174666007,0.4909388916378031,32336.0,15875.0,57817.0,,,12.6,1473.672702934302,4.037459460093978,226,46,4,24.90098206202189,79.15534496307373,19,0.7634577124831139,2018-02-18,2018-11-24,49,328,280,22.99686073059361,35.845,15.146666666666668,9.392589041095892,4743.854166666666,30,6,0,AAS2018_Annex4,official_aggregate,sub_region,sub_region,published_official_subregion_yield_over_harvested,2018,annual,False,False,False,published_annual_aggregate_total_and_s2_harvested_area,False,CHIRPS_v2.0_daily_via_ClimateSERV,NASA_POWER_daily,SoilGrids_v2.0,v2.0,30,validated_district_centroid_aggregate,6,5.861111111111112,0.2207730525692406,22.21388888888889,1.276340979635258,39.98888888888889,2.928303768901542,37.0,1.6886220549443394,23.030555555555555,1.9876679989560813,1.3194444444444444,0.023444181146494162,19.625,2.8880741372447867,not_available,aas-chirps-v1,uganda_crop_model-0.2.0,sub_region,sub_region
