district,year,season,season_total_mm,longest_dry_spell_days,dry_spell_count_7d,dry_spell_count_10d,rain_days_1mm,rain_days_10mm,rain_days_20mm,mean_wet_day_rainfall,maximum_5day_rainfall,season_onset_day,season_cessation_day,season_length_days,false_onset_flag,yield_source,rainfall_source,temperature_source,soil_source,soil_moisture_source,yield_granularity,is_proxy,is_imputed,data_quality_score,data_quality_note
Adjumani,2016,first,636.9380080699921,7,2,0,66,29,4,9.650575879848365,64.0073013305664,81.0,150,70.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2016,second,471.672402381897,12,2,2,42,18,4,11.230295294807071,71.27877616882324,215.0,296,82.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2017,first,565.6981694698334,7,1,0,66,18,3,8.571184385906566,86.05141830444336,107.0,181,75.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2017,second,629.7540991306305,16,1,1,60,22,6,10.495901652177174,66.9810905456543,218.0,317,100.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2018,first,697.1440665721893,6,0,0,74,28,3,9.420865764489045,67.28688907623291,63.0,181,119.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2018,second,654.0566283464432,10,1,1,68,25,3,9.618479828624164,69.12215995788574,223.0,325,103.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2019,first,601.8978987783194,20,1,1,60,25,5,10.030102785428365,78.42939472198486,84.0,179,96.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2019,second,740.1619800329208,5,0,0,70,27,6,10.573742571898869,94.31698322296143,216.0,334,119.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2020,first,612.3028066456318,10,1,1,68,26,0,8.974953817970613,63.25856065750122,67.0,92,26.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2020,second,743.6832809448242,5,0,0,75,29,6,9.915777079264323,76.73026752471924,221.0,333,113.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2021,first,591.7993139028549,8,1,0,66,22,5,8.966656271255378,73.39769077301025,92.0,158,67.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2021,second,533.3108425140381,5,0,0,59,20,1,9.039166822271833,46.33348083496094,221.0,331,111.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2022,first,413.1232786178589,11,2,1,52,10,4,7.944678434958825,72.88670635223389,86.0,176,91.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2022,second,602.0131189823151,5,0,0,75,22,1,8.026841586430868,55.38844108581543,218.0,334,117.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2023,first,567.4076063632965,8,3,0,63,19,6,9.006469942274547,70.5260214805603,111.0,151,41.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Adjumani,2023,second,646.801557302475,6,0,0,61,24,6,10.60330421807336,80.89367198944092,213.0,330,118.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2015,first,549.18690097332,16,1,1,63,17,1,8.717252396401905,71.6555404663086,89.0,181,93.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2015,second,584.1459758281708,10,3,1,53,25,7,11.021622185437185,74.8851547241211,213.0,326,114.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2016,first,502.5807554721832,23,3,2,46,22,5,10.925668597221375,72.18314266204834,90.0,143,54.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2016,second,435.60901045799255,12,4,4,44,18,4,9.900204783136195,60.005178451538086,257.0,314,58.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2017,first,402.4647488594055,11,2,1,48,11,3,8.384682267904282,60.354793548583984,73.0,140,68.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2017,second,528.1095203757286,9,4,0,49,28,4,10.760296043084592,74.28523635864258,234.0,312,79.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2018,first,731.0990514755249,6,0,0,70,32,4,10.44427216393607,66.6049919128418,60.0,180,121.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2018,second,475.3172209262848,11,2,1,49,19,4,9.7003514474752,80.77499198913574,220.0,324,105.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2019,first,491.59029614925385,19,2,2,49,19,2,10.003917056687024,81.78573894500732,110.0,179,70.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2019,second,585.081062477082,6,0,0,57,17,6,10.261885569806685,72.83619976043701,219.0,334,116.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2020,first,599.7518569231033,11,1,1,70,17,5,8.567883670330048,66.34867286682129,61.0,90,30.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2020,second,678.1262474060059,8,2,0,64,21,8,10.595722615718842,68.51756429672241,214.0,322,109.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2021,first,424.693700671196,21,3,3,48,17,2,8.847785430649916,70.88352584838867,92.0,170,79.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2021,second,409.08131408691406,15,3,2,44,14,0,9.29730259288441,52.44409942626953,220.0,313,94.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2022,first,338.29750084877014,21,5,3,45,12,0,7.512137587865194,52.98472595214844,111.0,175,65.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2022,second,610.7689387798309,13,2,1,64,23,3,9.532663486897945,97.48534774780273,225.0,294,70.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2023,first,556.7897992134094,16,3,1,59,23,4,9.437115240905245,73.28868675231934,73.0,145,73.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Agago,2023,second,478.8123984336853,9,2,0,55,15,3,8.705679971521551,51.640442848205566,222.0,312,91.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2015,first,687.3368074893951,22,1,1,67,25,6,10.258758320737241,90.64047241210938,86.0,181,96.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2015,second,732.4002003669739,7,1,0,65,28,4,11.267695390261137,84.59176921844482,213.0,235,23.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2016,first,592.143146276474,18,2,1,53,26,7,11.172512193895736,75.60085248947144,92.0,143,52.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2016,second,496.1399893760681,11,4,2,46,21,4,10.785651942958003,98.96282005310059,268.0,314,47.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2017,first,526.1344676017761,8,2,0,60,19,4,8.768907793362935,87.9889497756958,74.0,98,25.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2017,second,572.1267755031586,12,4,1,57,21,3,10.037311850932607,74.34618377685547,213.0,316,104.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2018,first,840.4436893463135,4,0,0,78,38,9,10.774919094183506,81.5069694519043,60.0,181,122.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2018,second,508.3778693675995,11,3,1,54,18,1,9.41440498828888,82.28386497497559,216.0,324,109.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2019,first,603.9891557693481,20,1,1,55,21,5,10.958081362464211,73.89348602294922,85.0,181,97.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2019,second,701.2092184685171,7,2,0,62,26,8,11.29488500472038,69.07850360870361,219.0,317,99.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2020,first,653.8405221104622,12,1,1,72,23,5,9.074954120649231,62.9007568359375,66.0,89,24.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2020,second,726.5533871650696,8,1,0,71,27,7,10.233146298099571,71.33443260192871,219.0,322,104.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2021,first,507.69928777217865,12,4,3,51,24,4,9.954887995532914,83.25858974456787,90.0,170,81.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2021,second,464.52683877944946,8,3,0,54,16,4,8.602348866286102,66.41100311279297,220.0,315,96.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2022,first,384.25166922807693,19,3,3,46,16,2,8.334859684757564,59.39471912384033,84.0,150,67.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2022,second,677.4704708456993,8,2,0,69,27,6,9.805852223133694,105.94479560852051,222.0,259,38.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2023,first,634.4787836074829,8,2,0,62,27,5,10.233528767862628,73.29939460754395,69.0,130,62.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Alebtong,2023,second,545.7588591575623,10,1,1,54,19,4,10.106645539954856,53.92864465713501,215.0,313,99.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2015,first,481.63639855384827,15,1,1,58,15,3,8.304075837135315,56.981353759765625,87.0,176,90.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2015,second,566.4398300647736,7,1,0,60,22,2,9.440663834412893,79.52051734924316,255.0,330,76.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2016,first,447.9871189594269,17,2,1,47,22,1,9.531640828923976,51.246487617492676,90.0,149,60.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2016,second,448.11305975914,12,4,2,41,16,4,10.92958682339366,56.40036964416504,216.0,309,94.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2017,first,381.0842785835266,11,4,1,50,14,2,7.6216855716705325,61.179563999176025,105.0,154,50.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2017,second,467.8479964733124,9,2,0,57,12,2,8.207859587251095,52.04676055908203,236.0,323,88.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2018,first,582.7208969593048,9,2,0,62,21,6,9.398724144504916,61.026686668395996,72.0,157,86.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2018,second,369.1784688234329,9,3,0,51,10,0,7.238793506341822,44.19895648956299,231.0,325,95.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2019,first,474.97280448675156,19,1,1,52,19,3,9.117291069947756,53.05475163459778,84.0,181,98.0,1,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2019,second,596.2453754842281,6,0,0,70,23,2,8.499866964135851,62.43340873718262,231.0,334,104.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2020,first,469.3162886798382,9,1,0,66,12,0,7.076110213091879,50.24366044998169,83.0,167,85.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
Amolatar,2020,second,542.0540759563446,7,1,0,62,22,3,8.742807676715236,57.065924644470215,227.0,322,96.0,0,,CHIRPS_v2.0_daily_climateserv,,,,district,False,False,F,Daily CHIRPS v2.0 0.05deg nearest pixel at district centroid via ClimateSERV API; onset rule 20mm/3d + no 7d dry spell in 15 follow-up days.
