feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
MAM_tmin,0.23668062220201144,0.004166179897179592,0.025450380870953405,0.04305177065847468,0.11878864688597589,-0.05370049492317258,-0.08012261354407524,0.19144115384948174,-0.09679180508278111,-0.029787376745622523,-0.05867403176470943,0.04386391058733671,0.03801009527353391,-0.4353941665287611,-0.04840646381305032,-0.10009904166608581,0.41519609380946687,0.2299265241934685,0.43152364423135875,-0.07369311629938458
MAM_gdd,0.23767291497863866,-0.007082702602320486,0.009689472064566771,0.0318236770224919,-0.05462186450635769,-0.11497665398912343,-0.019761050001069848,0.08864185681097954,0.2408144705985878,0.15797580381846665,0.027468367109407317,0.2007840275042726,-0.037583724514656504,-0.22104519210959092,0.046556836467693465,0.03328020494635026,0.2002929133972153,0.07097508071640211,0.1570240652809714,0.10114694424052523
MAM_heat_stress,-2.397916199620406e-19,3.711800682192729e-18,-2.3246151444754093e-18,7.041117824659653e-18,-6.802336710271787e-18,-2.78235317236739e-18,1.6986367003246508e-17,-3.076861916075863e-17,3.950828921449645e-18,-4.061919957267948e-17,8.029288155068838e-17,4.069920964596662e-18,2.1080035215197642e-17,-1.7069057496689317e-17,-8.338715645376065e-18,-5.005969552190297e-17,-8.864725740306112e-17,4.560159836182828e-17,8.393993405245913e-17,-0.07933086578124446
MAM_cold_stress,-6.623156724166536e-19,3.2724496138349296e-19,-8.85372507679081e-18,-3.629883633625734e-18,-8.611404880912161e-18,-2.719610179347977e-18,-1.0906857223265273e-18,-2.363894856118529e-18,8.808440761579569e-18,-2.240595572960151e-17,-4.0388952396099154e-17,3.226693044911461e-17,3.004534330786551e-17,-1.088270068479058e-17,1.568582391620509e-17,3.837952893620984e-17,-7.71991377516834e-17,-2.9016235451317987e-16,-1.5136161377980853e-16,0.03502730432486027
SON_tmax,0.23136665126372624,0.06830370100173999,0.03684500329948066,-0.011106276715223998,-0.0709417281741145,0.10131438233513468,0.011996430357590857,0.16935767907882307,-0.3322779602018677,-0.21865722893079176,-0.10749325192998126,0.03401905680366987,0.013150832267845414,-0.07016176680548462,0.49425150567916243,0.29752691308014806,0.10962175147064121,-0.23342544356662648,-0.25472571435097535,0.08424757583728609
SON_tmin,0.23066702901450234,-0.027013502075370892,0.09091456763180875,0.021586889037895372,-0.11267736731385739,0.1887890265764125,0.038041691488800815,-0.08349177959736728,0.08313625086517897,0.015186967768501385,0.43708380023846105,-0.3169726276464154,-0.17371937529477885,0.1678066336579499,-0.42009294199272135,0.1780134744128054,-0.05553301375189307,-0.08181795918196033,0.13432157402295936,0.01502851199134914
SON_gdd,0.23734074164929045,0.02308522793892273,0.06507911276663439,0.004325352512431917,-0.09466604785695985,0.1457428599179148,0.02439333627078149,0.04813630753997809,-0.132752003143469,-0.10490406887656352,0.15915263923526163,-0.14616653528868534,-0.07494877421885947,0.047568098085430686,0.04771868964592509,0.25032723995939193,0.03604799454717637,-0.16793990367167572,-0.05422111640347867,-0.13479980513866616
SON_heat_stress,-8.245103916852204e-20,6.972289241044764e-20,-1.6210974487454392e-19,-2.833462477591976e-19,5.241057742350596e-19,-6.314464885393092e-19,3.023210513812355e-19,5.035469597769435e-19,-2.663192986846044e-18,-6.11772786467243e-19,-1.0533869567683554e-18,1.9428205182519614e-19,2.4111352395880906e-18,-1.5928849741366254e-18,-2.6920006557287526e-18,1.73193568458177e-18,3.4422709671731647e-18,7.179712047925327e-18,-3.711353807578119e-17,0.0021588265968967013
SON_cold_stress,-1.9423744528910256e-20,2.9964511624649996e-19,-1.6811954990942695e-18,-4.945186116761929e-19,-1.3956818293890206e-18,1.2185886942436877e-18,-1.1330037224139767e-18,1.8441649111916385e-18,5.082661633759389e-18,-2.10640674875216e-18,-1.633615692880051e-17,9.414355463509024e-18,-3.676828154196758e-18,8.78122395009843e-19,6.204698711471305e-18,3.911704508528939e-18,-7.84150113426327e-18,-1.1134875307538652e-16,4.8137823254545094e-17,0.011029294984870493
DJF_tmax,0.21734989214603245,0.015394493469243728,0.03467604166336456,0.11268465285310543,-0.01039055481966482,-0.018731952410282134,-0.21947832065149608,-0.4531869036058575,-0.3603363692547229,0.01203618509779952,0.2463877615380239,0.36563355131524394,0.07690849253908431,0.022536758507842442,0.02733165798362932,-0.133533778263964,-0.1845574042147517,-0.045348075602644054,0.20558480631388262,0.14762494345778338
DJF_tmin,0.23542740019850042,-0.06303493845255649,0.05120738554098961,0.04961634666613447,-0.06122305345916524,0.12820082041757572,0.10079537597228591,0.12671877402696993,-0.05503982197189029,-0.05325193889949913,-0.20476395208047982,0.09024847637827979,0.03428546176792001,0.2598203916442523,-0.31161213160855067,0.12300365896701795,0.3661463786546866,0.2470837269606421,-0.3593721283936576,0.1290835756644921
DJF_gdd,0.2356851435362984,-0.021054897631623225,0.04173575211399392,0.08660745061168515,-0.03470016544326016,0.07514867853047388,-0.07996914610248428,-0.16314100904663079,-0.22936480400636833,-0.015195240022926207,-0.0044626356980706165,0.22352325247786498,0.047988543739755314,0.08888947039523613,-0.18036401308480163,-0.10390403671272333,-0.015011384987894156,0.04941835148479985,-0.06199059890006551,-0.06816336308470942
DJF_heat_stress,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
DJF_cold_stress,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
JJA_tmax,0.22379129645116458,-0.030514399082779052,0.0996261086460812,0.16855681282424534,0.0838198290186902,0.09717626398533086,0.19812538219397113,-0.07163513483229998,-0.007107456979459969,0.27120509562804435,-0.3651249666152588,-0.2880851071436649,-0.056604158593325335,-0.31802899266816637,-0.15761010307897483,-0.21493173038821578,-0.17186204972986116,-0.3130048727755138,-0.07573142529321378,0.04842379790625878
JJA_tmin,0.23537817527990956,-0.043278472209667906,0.03248470401601892,-0.0035147310574730572,-0.1486585601111467,-0.0513853222845055,0.0628764992977989,0.035178787967025366,0.13355549744111198,-0.12302300392435972,-0.16688232288510305,-0.11604945294831757,0.2157856398478243,0.4564618323826411,0.3490257775033446,-0.16227957519755418,-0.21882485367000004,0.3244136895275345,0.25785960758421106,-0.052053555358563625
JJA_gdd,0.23598684189787295,-0.03757708838344822,0.06968072427907046,0.0894678687127388,-0.02840071012241807,0.029208280340015522,0.138013455713811,-0.02327635517791995,0.061053077475535414,0.08692266109720595,-0.2745665507866111,-0.21358917318229756,0.06733610300279513,0.05602126752685463,0.07726956466635716,-0.19341515842482748,-0.2208437159028258,0.011585637800680526,0.0610148711296677,0.10061103090198371
JJA_heat_stress,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
JJA_cold_stress,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
annual_tmax,0.23975632174193712,0.00974799017637283,0.045494762231532204,0.07895923794953198,-0.05524437846725205,0.008112797735743318,0.010173141796101792,-0.10130367375759426,-0.04630591370476266,0.10498066023425208,-0.03740443378932002,0.1149264984480919,-0.019412138861038833,-0.09713954940825628,0.1353075474885745,0.031520563891547185,-0.07254414186610636,-0.188268594090971,-0.0728349180629892,-0.1651190767902074
annual_tmin,0.2406624128109482,-0.03399526255789178,0.051491774619005025,0.02890176193866951,-0.05311901722302199,0.05678909204932405,0.033278914035612235,0.07008065841968755,0.015293430300206268,-0.04903765612189554,-0.0024736768667748023,-0.07331872181258547,0.029083893877188245,0.12044100423866876,-0.11642225285467175,0.01336599281323296,0.13490203566535405,0.18565741424393828,0.10634536874400806,0.006275058376308681
annual_gdd,0.24137184904542144,-0.011097840421466441,0.04806709430624303,0.054706753295858696,-0.053939276254993944,0.03653314494372474,0.016769234681150214,-0.014573979729331723,-0.01907354463687108,0.030289687611861262,-0.025512165458044953,0.013523635513029885,0.0017390624803837345,-0.0037930470345799877,-0.0030885400875549076,-0.00535077728444731,-0.0037493945366356587,-0.009907068017000304,0.024117053219004307,-0.16815282965764827
annual_heat_stress,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
annual_cold_stress,-0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0
elevation_m,-0.21984513385814536,-0.07486622206040631,-0.09177548486493808,0.01984207881235169,-0.028941104240021345,0.40996149025405954,0.03765157116733064,-0.05385250854674399,-0.05619766181197177,0.3818053967622526,-0.22277920899459033,0.23739651813237178,0.18462783426417095,0.3484391951742082,-0.020737365095120055,-0.08565561172983048,0.3436554608559219,-0.30372687405935744,0.19107949391673038,-0.05392054767467683
lat,-0.20798157254638128,-0.01786172158597381,-0.10436063916712184,0.2520000030517097,-0.2702115137180185,0.17552929312388285,0.13837989759263786,-0.04578277619591021,-0.16264326830583348,0.14730865675570506,-0.2525691688298211,0.08238536800074373,-0.10468783006758542,-0.1687247105352072,-0.05344169297399329,0.5774006681147485,-0.2913633167062142,0.32272817047968977,0.265513526573264,0.006298072135431095
lon,-0.1633510930156557,-0.03541784633754512,0.04842093978795321,0.4603848589608922,-0.2867180562649769,0.2323235064887432,0.023867522015630024,0.10178242815546447,-0.06743993189875394,0.24921044819284244,0.42822397291947417,-0.22286519434449914,0.12043746163811142,-0.13030698483032424,0.29363132510358264,-0.2733593778776282,0.15184962991902184,0.2104462059977662,-0.1879180679920822,0.019129594960223848
soil_moisture_index,0.14499754723282948,-0.05098912092609718,0.0013626362128872289,-0.34745620071941735,0.47123769678109906,0.46529787052516886,-0.32088443292143226,0.12013086049954902,0.036076132613325845,0.35027073838201145,0.08849296918813408,-0.05951381854261685,-0.048401649114410195,-0.026101471050998092,0.18151235175516175,0.11435530609493677,-0.18794618589429768,0.24546197116879342,-0.04766070363076969,0.022560084351709687
