district,year,MAM,SON,DJF,JJA,annual_rainfall,rain_cv,max_monthly,min_monthly,rainy_months,MAM_tmax,MAM_tmin,MAM_gdd,MAM_heat_stress,MAM_cold_stress,SON_tmax,SON_tmin,SON_gdd,SON_heat_stress,SON_cold_stress,DJF_tmax,DJF_tmin,DJF_gdd,DJF_heat_stress,DJF_cold_stress,JJA_tmax,JJA_tmin,JJA_gdd,JJA_heat_stress,JJA_cold_stress,annual_tmax,annual_tmin,annual_gdd,annual_heat_stress,annual_cold_stress,elevation_m,yield_tons_ha
Kapchorwa,2016,504.6753153053366,624.1752980872152,79.53898502181119,294.65517484603606,1503.044773260399,0.5529000805834599,302.0525081719169,17.833508092145568,11,22.607053182969736,13.04531232023056,719.7130128947293,0,0,23.281605493271496,11.618343745388948,678.2167381692841,0,0,23.891674455387534,13.746114102675298,802.8950120580134,0,0,21.196732983008985,12.287350171131436,620.2200098176185,0,0,22.744266528659438,12.67428008485656,2821.044772939645,0,0,1800,2.929133121170043
Kapchorwa,2017,588.3181732570698,582.2307708748291,91.01554898900596,383.703692898944,1645.2681860198488,0.49212798801006113,289.0264829746838,13.330129544170521,10,24.58379369883218,15.359403229427805,918.1334123124146,0,0,23.52661628486932,12.551148717700693,731.1630200160567,0,0,28.569761687117175,14.044441496154894,1017.7245055757029,0,0,23.785967371570063,13.646836570055838,801.5690581338849,0,0,25.116534760597187,13.900457503334808,3468.5899960380593,0,0,1800,3.0125607287643756
Kapchorwa,2018,530.819980232869,569.8507456848097,92.5110928241575,288.39002391196607,1481.5718426538024,0.5218842630349164,276.5124663870977,13.704942888059069,11,24.677460506725307,13.337895185914945,828.3288961673513,0,0,23.290309236292597,13.411455804163515,759.7511835305604,0,0,25.545012904709836,14.539355025478024,906.5678080507739,0,0,22.929473619649283,13.644297741157175,764.015152993984,0,0,24.11056406684425,13.733250939178417,3258.6630407426696,0,0,1800,2.6878077083579823
Kapchorwa,2019,462.6103053514407,375.7108042396291,62.27761891919199,370.44523065542614,1271.043959165688,0.4782715990400565,230.9341365854875,2.0120800432475487,9,24.81450109173303,13.999459803719319,866.5881737918442,0,0,23.858351485624368,12.806906373160672,758.1171602720862,0,0,26.346738515303386,13.867183947565486,909.4240382015457,0,0,22.784656922604455,12.952801079567285,724.0607517428621,0,0,24.451062003816315,13.406587801003191,3258.190124008338,0,0,1800,2.6851571367430145
Kapchorwa,2020,626.7759182207258,542.4335359692403,103.225307951668,340.89536292885794,1613.3301250704917,0.5008623944704523,290.01439835797225,22.91833206451977,9,24.018360911282173,14.086720741654938,832.4429927580935,0,0,23.71789531827986,13.468985428541478,781.491592384276,0,0,27.650364874431574,14.990558682899271,1028.8290672617368,0,0,22.309824395319065,12.420326723575286,679.0983925493547,0,0,24.42411137482817,13.741647894167743,3321.862044953461,0,0,1800,2.6246303461837384
Kapchorwa,2021,505.02458979372176,682.6685232932878,138.70216921958394,433.333526640756,1759.7288089473495,0.44592459402940127,323.7214452760485,23.501502946186847,11,25.627977889859352,15.752515932332441,984.1464297136345,0,0,25.95969080969333,14.151268750554914,915.5286749249483,0,0,27.818302570411003,15.146791435959843,1031.569608262359,0,0,23.975779143429634,15.012762600112758,873.447533614064,0,0,25.84543760334833,15.015834679739989,3804.692246515006,0,0,1800,2.9061029429596017
Kapchorwa,2022,412.2529340120201,490.60368444663305,71.12099454060517,229.80626353669197,1203.7838765359502,0.5415328693111588,246.67310171943708,6.541980521470337,10,25.95004662954717,14.690200002163996,950.7937532325417,0,0,24.141312958544646,12.62389068086035,761.7566863567382,0,0,25.922040635751742,14.986091721186495,937.3067855991465,0,0,22.639214472323797,13.22856502305323,730.3103673928981,0,0,24.663153674041837,13.882186856816018,3380.1675925813242,0,0,1800,2.455965613956167
Kapchorwa,2023,559.4429566361977,571.6008578101382,90.69234373482571,319.47451434761723,1541.210672528779,0.5128064822671567,278.66552838970523,17.89599961514078,10,24.868348810370406,17.178879233118433,1014.9100185793724,0,0,26.117462598799705,14.208262183040766,924.5894527526274,0,0,27.183390494373594,16.08349695612701,1045.5932151883578,0,0,26.28032639714412,14.77790613041244,967.5325131042368,0,0,26.112382075171954,15.562136125674664,3952.6251996245946,0,0,1800,2.6875370410921
Iganga,2015,496.82111841816953,427.47155392409906,97.07241375703221,340.42918722997763,1361.7942733292784,0.4436621352672986,264.047016644631,9.993982071781625,10,29.12552008642014,18.1950763264228,1256.6085579075225,0,0,26.023882934714106,16.863588312305165,1042.3672590001752,0,0,30.27604749800754,17.709282661116934,1257.4624132677773,0,0,27.487517291065046,16.31018541876331,1093.9435649134261,0,0,28.22824195255171,17.269533179652054,4650.381795088901,0,0,1100,2.254942069274164
Iganga,2016,384.33102897610974,502.2123030980489,81.39627531616168,307.42753052351253,1275.3671379138327,0.4818773681550327,254.60281178885387,7.481771424230752,10,28.392767592128934,18.09979604929786,1220.2687553803835,0,0,27.85890385470412,16.867724400486306,1125.0613766475883,0,0,30.78965625336221,18.152484178711934,1314.1253217990693,0,0,26.908340319443244,17.722792766518413,1132.2317815502115,0,0,28.487417004909627,17.710699348753632,4791.687235377252,0,0,1100,2.243377709115173
Iganga,2017,392.785984172678,378.61132575755863,96.8110373237727,326.3907467627515,1194.5990940167608,0.3988815764456491,179.9793457193048,20.95205353351706,10,29.831142900665238,19.9569639084875,1370.0135092275152,0,0,28.873691958465617,19.720294592688557,1301.3678267312941,0,0,31.478888405072166,19.675523529968512,1399.4345434120041,0,0,28.736812826323302,18.585771537021987,1256.9798571658457,0,0,29.730134022631578,19.48463839204164,5327.795736536659,0,0,1100,2.315042599123879
Iganga,2018,397.42210421863075,544.0139038742122,60.21125759300676,301.1206538671649,1302.7679195530145,0.5403648499832062,289.580422900924,8.837237057865414,10,30.057104437797083,19.16653399004173,1343.4255127763713,0,0,29.19232011838547,18.196869708099417,1245.8890511263119,0,0,32.56441116187488,19.49401149363217,1436.6986968499043,1,0,28.615195658179946,18.359943433899165,1241.4552764505718,0,0,30.107257844059344,18.804339656418122,5267.468537203159,1,0,1100,2.0754236773638493
Iganga,2019,493.33199920851234,494.9163057886505,158.14464959702184,348.6543032975369,1495.0472578917215,0.36902659775048574,230.31500176599963,21.00297910919808,11,28.522962043920007,18.489530677046343,1242.6171156631501,0,0,28.16228878954959,17.575294967589766,1169.6601697950114,0,0,30.69362691585988,18.529441967076654,1316.2590470285995,0,0,27.315795700722614,17.702088324154403,1150.5868033047614,0,0,28.673668362513023,18.074088983966792,4879.123135791522,0,0,1100,2.6797249808028747
Iganga,2020,438.10999028417353,583.9477608897472,83.89914627600966,373.4941815160006,1479.4510789659307,0.49167025087517907,312.88530381179993,12.272482482974704,9,29.951660840117878,19.602896540213745,1360.478196198378,0,0,29.487672561881794,18.588269604437027,1277.6212859042228,0,0,31.20274863950905,19.89970961641568,1412.5805292681282,0,0,27.803311277421482,18.049862054004752,1189.1480444242445,0,0,29.61134832973255,19.0351844537678,5239.828055794974,0,0,1100,2.018791183526957
Iganga,2021,368.5033857685629,533.4933926918394,101.94514692982712,288.44761514554887,1292.3895405357785,0.4805721963307923,269.8211984648303,17.281901413867853,11,30.758469609870698,20.50407047070861,1439.2180478224711,0,0,29.77401645638069,18.100126206268182,1268.7548659194856,0,0,30.935087841354797,19.818248520567668,1379.9692619165276,0,0,29.46528143336484,18.696366513897967,1294.1894562157695,0,0,30.233213835242754,19.279702927860605,5382.131631874254,0,0,1100,2.2376424102876458
Iganga,2022,406.01665487235925,504.0221304186302,53.68071837275981,338.3001477510415,1302.0196514147906,0.5149922914333921,270.11350440844626,5.9272645330373255,11,29.7554272522994,18.55561627646814,1302.4058706259098,0,0,29.07779108825373,17.275973472576897,1198.3305860638388,0,0,29.075147603573384,18.44274656380432,1233.671880348931,0,0,26.42623783972621,17.21429970228495,1087.1603793926968,0,0,28.583650945963175,17.87215900378358,4821.568716431376,0,0,1100,2.1255740157169964
Iganga,2023,638.5949779225608,575.7743490435201,123.95165601662028,382.7079105113463,1721.0288934940477,0.46580159918219366,332.3253139873964,19.08226311290165,9,28.252120701959928,19.175216130511327,1263.6043486039675,0,0,29.508676402618917,18.364238904962846,1268.2706284507758,0,0,31.043962869200758,19.88334787104793,1387.9789008271055,0,0,28.1057395205189,17.989192962937192,1200.07241227667,0,0,29.227624873574626,18.852998967364826,5119.926290158519,0,0,1100,2.8589523149053666
Jinja,2015,499.2354778121034,526.9147073536097,91.75058249804086,314.1738316190967,1432.0745992828506,0.48637952133745577,227.68742357719495,17.078286459356647,10,28.414452605080367,18.562293771379483,1240.0376140945384,0,0,28.63784596337199,17.231244230278943,1177.0814830330282,0,0,30.31562355204181,17.890738019776304,1268.4020827286995,0,0,27.503739204924443,17.844910374961724,1165.3150074811354,0,0,28.71791533135465,17.88229659909911,4850.8361873374015,0,0,1200,2.157477255557838
Jinja,2016,478.9632090957389,503.84193448151984,53.242675520715125,260.2554676759345,1296.3032867739084,0.5642052564687652,265.51292221945346,5.221946094866837,8,32.58976387155517,20.772206293214776,1535.1592105818709,0,0,32.24712607115578,19.437202560669064,1441.8596969820546,0,0,31.929274291164166,20.07525962842165,1452.0517012717469,1,0,28.03177509596796,18.62012011962983,1225.5324790688246,0,0,31.19948483246077,19.72619715048383,5654.603087904497,1,0,1200,2.1393457445737467
Jinja,2017,581.1405617070498,654.3715917966456,121.29376488752875,355.34672852466883,1712.152646915893,0.4873222194811478,327.4886614635201,22.42599756558845,9,27.030361248325864,17.976733005231715,1150.7860789242836,0,0,26.60438436134741,16.381250960929222,1046.7551866729552,0,0,28.04859936608531,17.925904652966267,1167.8440729099768,0,0,27.634752706566772,16.674444093527015,1118.9223966752058,0,0,27.329524420581336,17.239583178163553,4484.307735182421,0,0,1200,2.5194855688405977
Jinja,2018,456.88519764231825,440.3591365347685,75.38136702268997,308.10597106473654,1280.7316722645132,0.47674695789703664,245.75770270456152,6.562079135169448,9,28.730084371189744,17.93574210139867,1227.0634987903272,0,0,29.10754644843654,16.64363281594759,1171.0805384306475,0,0,29.792594381663907,16.55319794853043,1180.047977251301,0,0,25.263317461347143,15.753276713612932,966.1537553193226,0,0,28.223385665659332,16.721462394872407,4544.345769791598,0,0,1200,2.0879275922606273
Jinja,2019,447.8252848864447,411.9920829700443,105.22262964661151,354.5448625184961,1319.5848600215966,0.405930310529575,231.45856775243053,25.79385987349937,10,27.56071016539649,18.172586658649795,1182.5780452150234,0,0,27.96206043190106,16.938195263072174,1132.2230608136797,0,0,31.107492677122494,18.03890645053269,1308.2915534830506,0,0,28.598166870470084,18.22093112020647,1233.9454603037755,0,0,28.80710753622253,17.84265487311528,4857.038119815529,0,0,1200,2.5355681993888237
Jinja,2020,343.74231819517075,509.3827391165221,51.81068970679955,273.451311533091,1178.3870585515833,0.557614760652285,270.1840506268478,4.000462593242844,10,26.676561266355975,17.724586063967962,1123.0050711447473,0,0,28.13185055219016,16.321112284771132,1111.7433542870876,0,0,29.297459964264135,18.046833138891202,1239.4606917537326,0,0,25.68860262964928,16.558189985298593,1023.0738942723278,0,0,27.448618603114884,17.162680368232227,4497.283011457896,0,0,1200,1.6262372925553266
Jinja,2021,382.03850704866977,519.9070770696846,34.51880207922841,249.27697888279624,1185.7413650803792,0.6036712951135519,290.814891572024,12.369452715627585,8,28.093819274385663,17.78518105608406,1190.6820788251905,0,0,28.153334212833244,17.10114624507244,1149.0342759418897,0,0,29.534465785083835,17.5171511229544,1213.613390948146,0,0,25.69373626208529,16.728591249936112,1030.7257264653845,0,0,27.868838883597007,17.28301741851175,4584.055472180611,0,0,1200,2.1208120720301182
Jinja,2022,456.0356500505983,691.4548063139025,99.95681407396407,319.4474770561017,1566.8947474945667,0.5480044637129138,354.96947264221666,17.654767490194697,8,27.598657794278452,18.349789958948968,1193.2817354347067,0,0,26.49776959022248,17.07135631442821,1073.5026074018779,0,0,29.486494558943168,17.48876770418296,1211.9996766568763,0,0,27.049284880397412,16.069242076382853,1061.6693372956533,0,0,27.65805170596038,17.244789013485747,4540.453356789114,0,0,1200,2.2412074599150142
Jinja,2023,449.9464234727773,499.3918962821424,31.44336329076385,345.29626644517873,1326.0779494908622,0.5488745495946084,237.39327458564458,15.797148756541901,10,27.972581670141157,18.044373166076248,1197.200257397675,0,0,29.04582137646956,18.021571129081227,1230.2120001153726,0,0,29.605412744603544,18.96659416514458,1282.6358174135023,0,0,25.3871249607716,18.341839550058577,1091.9533796399578,0,0,28.002735187996464,18.343594502590154,4802.001454566508,0,0,1200,2.2183075042696077
Tororo,2015,481.03732307826465,547.0238379057962,70.8296614009094,314.6238089705135,1413.5146313554835,0.520124469714537,263.65190025972146,8.858119782097175,9,27.99791477372044,18.02056869352501,1198.0653549406557,0,0,27.305472161713805,17.019350180837076,1106.4544915460126,0,0,29.25773508187969,17.714041564981688,1211.810036916684,0,0,27.623631141805106,17.241625774702687,1143.6834670186124,0,0,28.04618828977976,17.498896553511617,4660.013350421965,0,0,1200,2.464883242716228
Tororo,2016,554.4985904478953,682.2072307347046,106.02214594310377,389.80337907364014,1732.5313461993437,0.4973845963052705,328.50959822205004,22.054130906945588,9,28.37661906014416,18.45134244553469,1234.0901204133763,0,0,28.199258020671447,16.189125576349667,1110.2107803424365,0,0,29.439299382800375,18.252453207136654,1258.1441338174495,0,0,26.151916381152358,16.751670173569554,1053.1884106085388,0,0,28.041773211192083,17.41114785064764,4655.633445181801,0,0,1200,2.7555672754133376
Tororo,2017,531.7691202744772,587.1705299741385,98.82460505282118,417.0877470733603,1634.8520023747972,0.4627617849815943,281.75383721035263,19.20625441465372,11,29.125113927186387,18.319323489514165,1262.1523945183378,0,0,26.15462622102578,17.32754453258345,1069.1070509056287,0,0,28.93233450060836,18.54873019071837,1234.2344336495491,0,0,27.005811506218766,17.922291132452063,1147.5761854039015,0,0,27.804471538759817,18.02947233631701,4713.070064477417,0,0,1200,2.6847229047938144
Tororo,2018,526.4819543776154,500.526843593827,75.66696177101568,333.7662084823788,1436.4419682248367,0.5000659324865038,263.48390737027216,17.265830715039677,11,27.762307174537643,18.326758285101366,1200.8613077802663,0,0,27.417643753155364,17.259891048937277,1121.7531637121904,0,0,29.02448816527041,17.512801114880848,1194.0984382792478,0,0,27.01770027946658,16.348580294296166,1075.6105862693921,0,0,27.805534843107495,17.362007685803913,4592.323496041096,0,0,1200,2.2533503302502487
Tororo,2019,482.13046618580915,603.6405336892201,91.9478470176827,361.37015608795286,1539.0890029806649,0.492558680451153,313.7234073533483,11.233537753446422,9,27.24708266072174,19.07427508956931,1212.2122920736704,0,0,29.010453158613455,19.203849211396705,1282.9681921707283,0,0,30.358381126658177,18.992497778242594,1318.051587823312,0,0,27.563735337352743,17.428765779092505,1151.0661862902218,0,0,28.54491307083653,18.674846964575277,4964.298258357932,0,0,1200,2.644381464724715
Tororo,2020,635.7459237067662,603.7870673116065,129.36256786931625,442.87606077328485,1811.771619660974,0.4429021186513628,303.89003029154475,21.51634274699034,10,28.19192374141936,18.54299417522179,1229.7044182000463,0,0,27.801398628783605,18.845872597795573,1212.9271739763344,0,0,30.848510821265574,20.578602863180194,1429.8264963876738,0,0,26.192870655588408,17.69821508143892,1098.5892090121122,0,0,28.258675961764236,18.916421179409117,4971.047297576167,0,0,1200,2.560471922471225
Tororo,2021,506.47374020955294,553.6579269179197,90.26261834356661,387.19665688574605,1537.5909423567853,0.4691220804624586,265.5544724028803,10.93266774609561,8,27.658544228825246,17.14186254244669,1142.2910685343745,0,0,27.537882236035955,16.10598594878589,1077.0951306723439,0,0,29.63130601018425,18.351706831548892,1258.1928697661388,0,0,25.421677181618957,16.274914337802944,996.6291277835869,0,0,27.5623524141661,16.968617415146102,4474.2081967564445,0,0,1200,2.450355196012232
Tororo,2022,451.78636372922557,568.0202949563239,104.55106701871779,378.9143851894513,1503.2721108937185,0.4537301699038959,307.09723424634046,15.038269183576359,11,28.193365827824906,17.975701159413884,1202.8035972336393,0,0,27.149614719350463,16.595033527228875,1080.7649937146307,0,0,29.503791713734497,18.06224687115973,1238.1513873839444,0,0,27.930368047049217,16.57059172940925,1126.8606403973472,0,0,28.194285076989775,17.300893321802935,4648.580618729562,0,0,1200,2.342048652097677
Tororo,2023,409.6695214012732,512.0992683987224,117.29713444731308,340.1442918824944,1379.210216129803,0.4202212151018135,252.85086360009268,19.45444136837207,8,27.743878118133694,15.96239484944921,1091.1070404088139,0,0,26.696350923220326,15.571373713012491,1013.3893009847351,0,0,28.868080331674633,17.09197183496396,1165.0786083427045,0,0,25.734967907973385,15.394136171652022,971.2829518492799,0,0,27.26081932025051,16.004969142269424,4240.857901585534,0,0,1200,2.5958741556181186
Soroti,2015,264.9796718667697,410.56561470227876,102.15417374899991,368.9735005383977,1146.672960856446,0.41510135866131337,215.13653702714748,17.470060655492038,9,29.682624297410342,19.196852403006663,1330.2191036540917,0,0,28.259385111351477,17.258839536722537,1160.7376255042068,0,0,30.545349185789377,18.80641866878757,1314.1528148281911,0,0,26.301556085037216,17.716263369645265,1104.0878120231296,0,0,28.6972286698971,18.24459349454051,4909.197356009619,0,0,1100,0.9486037110004333
Soroti,2016,348.0968512675215,522.3696700411317,86.94019233997153,415.8659904567241,1373.2727041053488,0.46757378239437725,245.72463934345652,14.612582927956636,10,28.579731760893907,17.202203418378378,1185.865229745857,0,0,27.008363729964753,17.8729850828021,1131.3941241815396,0,0,28.44606431679209,17.565262613474456,1180.2111885170962,0,0,25.968099028879077,15.793598488781162,1000.1103976669838,0,0,27.50056470913246,17.108512400859023,4497.580940111477,0,0,1100,1.6586773341232848
Soroti,2017,338.7212202023957,609.6851240154591,114.79107230629127,484.43267264176416,1547.6300891659102,0.4757173371702148,302.6239232951394,24.013391016787395,10,26.695172722065752,19.437444216158287,1202.1627615491122,0,0,30.333905903548658,18.33819880526462,1304.0974847542207,0,0,31.45169102523459,19.765848240614286,1404.2488281784947,0,0,28.665781901938036,18.53948706212142,1251.433106764662,0,0,29.28663788819676,19.020244581039652,5161.94218124649,0,0,1100,1.6858595322371952
Soroti,2018,275.7697165668232,295.20594464241583,58.79479477304553,307.5477142266402,937.3181702089247,0.43518281194247177,156.78173284284426,11.507912341060052,9,27.617899208840086,18.051760907050177,1179.999175735,0,0,28.64844714114298,15.947236496627832,1118.2879442790177,0,0,29.536225791828684,16.266395902172224,1160.0524718955462,0,0,25.98722981832851,15.732011417039184,1000.0238702367662,0,0,27.947450490035067,16.499351180722353,4458.36346214633,0,0,1100,1.245349282977662
Soroti,2019,445.11514575634754,634.0474645325686,116.56031546970914,532.0030284125777,1727.7259541712028,0.44907662926800007,331.0285913335327,18.76522202523921,11,29.44023839908949,19.04014626492694,1312.1048272245494,0,0,29.1019893999996,17.845827932630865,1226.0120240001527,0,0,32.02268632850815,19.44329764355472,1411.614208655135,0,0,29.027525837414473,18.598418665787605,1270.3469494451676,0,0,29.898109991252934,18.731922626725034,5220.078009325005,0,0,1100,1.9470598820447387
Soroti,2020,364.6623743201933,433.7323510632279,125.16943451305968,428.6281764685229,1352.192336365004,0.37238121104837296,241.62250177108322,12.889434124871446,8,29.054382528885355,19.35296788393926,1307.0392382982245,0,0,27.785427072334233,17.751971754898115,1161.5160919723396,0,0,29.940116432494666,19.120457942132578,1319.7294168032572,0,0,28.60761858617568,18.263243376785436,1235.9699784065754,0,0,28.84688615497248,18.62216023943885,5024.254725480397,0,0,1100,1.3941558560275455
Soroti,2021,328.5149645134708,454.33614612530585,112.15183285299119,366.7291306027156,1261.7320740944833,0.3991858215958506,220.90759889832412,10.696354779477787,9,26.835493444178496,18.952172396821307,1186.197429509224,0,0,27.643368023108554,17.629178756798538,1150.0431295171077,0,0,32.05719899699031,18.462441029130975,1369.314092509888,0,0,27.086478280353727,17.27198104652396,1121.531805925676,0,0,28.40563468615777,18.078943307318692,4827.086457461895,0,0,1100,1.4929843212628007
Soroti,2022,370.6300034767829,519.4815663138845,53.0387857684875,316.45034312295957,1259.6006986821144,0.5350057454194627,285.29431959491245,10.501367687979208,10,29.239211569625308,18.665328317229157,1284.4518295605028,0,0,28.71106027451989,17.72742093100564,1203.3667861566473,0,0,31.638119577580685,19.121066081166934,1383.5559609926997,0,0,26.77700943200884,17.859272342099842,1132.1516354055948,0,0,29.091350213433675,18.343271917875395,5003.526212115445,0,0,1100,1.4963203048284204
Soroti,2023,315.20482271918735,520.8611306221886,77.0638518217398,397.76504732230165,1310.8948524854175,0.4948340327493587,280.9621622421359,13.674415966164057,10,29.342802395115523,18.76309901106497,1292.094206080183,0,0,28.116906251265885,17.533771467432782,1166.3158079710906,0,0,31.23560248727884,19.74922944285579,1388.7787793484986,0,0,29.156314692911923,18.089038854596243,1253.0613245129973,0,0,29.462906456643044,18.533784693987446,5100.250117912769,0,0,1100,1.6923209502016945
Lira,2015,413.2140143406871,437.7293447822939,97.9596700462273,435.50934293030986,1384.412372099518,0.41486513963525523,183.68988266268465,10.410319111042343,11,30.501346118583285,19.107646434349643,1363.3124182599938,0,0,30.40119154282465,17.9201982951236,1289.20957986818,0,0,29.192585506857313,18.856400903920107,1261.9369004735909,0,0,27.77131227528532,17.11198510986287,1144.4170436476352,0,0,29.466608860887646,18.249057685814055,5058.8759422494,0,0,1100,1.5297303428993887
Lira,2016,251.70020533268328,217.18243409981784,44.47904799909037,331.9552237596498,845.3169111912413,0.49659412836062683,185.60855941442654,9.066677451834721,11,30.332839832008798,19.865743942320734,1389.7345756977584,0,0,28.34931291204971,18.264918501638117,1210.6665438254227,0,0,32.09350251291181,19.876586109806947,1450.659023224587,1,0,28.594087400151796,20.143302242155233,1322.153750872713,0,0,29.842435664280526,19.53763769898026,5373.213893620481,1,0,1100,1.2399169495417977
Lira,2017,251.81272938393113,389.0172162839539,58.852189343451286,193.37898411806287,893.0611191293992,0.5309690290716911,192.7262073517212,3.2863507213842826,8,29.78295293108307,18.13678523677082,1285.3851580990263,0,0,28.15516090442155,17.122032605015765,1149.284796954305,0,0,30.841853934840668,19.19089677105796,1349.5601474062394,0,0,26.870047766678955,17.445879560114253,1117.8531022751195,0,0,28.912503884256065,17.9738985432397,4902.08320473469,0,0,1100,1.0984358837303054
Lira,2018,290.65283063271784,526.2263211908157,99.71125372976537,375.84870024806065,1292.4391058013596,0.47695490029969784,304.2150127678373,15.021742250625937,9,27.427434393312012,17.79750858432553,1160.0066931404199,0,0,29.245186134382937,16.331592002322584,1163.802499824637,0,0,29.26888526462021,18.397855053113535,1240.6850654692284,0,0,27.790859532010373,15.906824814571289,1090.2799620954427,0,0,28.433091331081382,17.108445113583233,4654.774220529728,0,0,1100,1.2151944721115582
